"كد دوره در نفت";"ترتيب";"كد دوره";"كد تخصصي";"ساعت";"عنوان دوره";"عنوان گروه تخصصي";"نوع دوره";"كد پيش نياز";"حداكثر ظرفيت";"اهداف دوره";"شرايط شركت كنندگان";"نحوه اجرا";"تجهيزات مورد نياز";"فضاي آموزشي";"روش تدريس";"منابع آموزشي";"شرايط مدرس";"مقطع تحصيلي و رشته";"تجربه تدريس";"تجربه حرفه اي";"سطح ارزيابي";"روش ارزيابي";"شاخص ارزيابي";"توضيحات";"شاخص ارزيابي1111";"شاخص ارزيابي11111"
13498;83277;;"832";24;"پالئواكولوژي فرامينيفرها";"زمين شناسي";"شغلي";;10;"آشنايي با پالئواكولوژي  فرامينيفرها";"کارشناسان واحدهاي زمين شناسي";"حضوري";;"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشد زمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13500;83237;;"832";32;"تجزيه و تحليل حوضه هاي رسوبي";"زمين شناسي";"شغلي";;10;"آشنايي با مباني تجزيه  و تحليل  حوضه  هاي  رسوبي";"کارشناسان واحدهاي زمين شناسي";"حضوري";;"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشد زمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13501;83272;;"832";80;"فرامينيفرهاي پلانكتون";"زمين شناسي";"شغلي";;10;"آشنايي با فرامينيفرهاي پلانكتون";"کارشناسان واحدهاي زمين شناسي";"حضوري";;"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشد زمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13503;83280;;"832";40;"اجزاي تشکيل دهنده رخساره هاي کربناته";"زمين شناسي";"شغلي";;10;" آشنايي با رخساره هاي ميكروسكوپي کربناته";"کارشناسان واحدهاي زمين شناسي";"حضوري";;"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشد زمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13504;83278;;"832";80;"اصول پالينولوژي وآشنايي باجنبه كاربردي آن";"زمين شناسي";"شغلي";;10;"آشنايي با اصول پالينولوژي وجنبه كاربردي آن";"کارشناسان واحدهاي زمين شناسي";"حضوري";;"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشدزمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13511;83238;;"832";32;"بيواستراتيگرافي و ليتواستراتيگرافي رسوبات پرمين زاگرس";"زمين شناسي";"شغلي";;10;"آشنايي با  بيواستراتيگرافي و ليتواستراتيگرافي رسوبات پرمين زاگرس";"کارشناسان واحدهاي زمين شناسي";"حضوري";;"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشد زمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13512;83274;;"832";24;"مورفولوژي، تاكسونومي واكولوژي استراكدها";"زمين شناسي";"شغلي";;10;" اشنايي با مورفولوژي، تاكسونومي واكولوژي استراكدها";"کارشناسان واحدهاي زمين شناسي";"حضوري";;"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشد زمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13513;83203;;"832";24;"زمين شناسي اكتشافي";"زمين شناسي";"شغلي";;10;"اشنايي با مباني زمين شناسي  اكتشافي";"کارشناسان واحدهاي زمين شناسي";"حضوري";;"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشد زمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13514;83206;;"832";24;"زمين شناسي سرچاهي";"زمين شناسي";"شغلي";;10;"آشنايي با عمليات زمين شناسي در سرچاه";"کارشناسان واحدهاي زمين شناسي";"حضوري";;"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشد  زمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13516;82405;;"824";40;"ژئوشيمي رسوبي";"ژئوشيمي";"شغلي";;12;"آشنايي با كاربرد رسوب شناسي در ارتباط با مطالعات ژئوشيمي";"كارشناسان و كارشناسان ارشد واحدهاي ژئو شيمي/زمين شناسي";"حضوري";;"كلاس";"تئوري";"كتاب و جزوه";;"كارشناس ارشد ژئو شيمي/زمين شناسي";"3";"5";"يادگيري";"عملكرد";"60";;;
13522;82413;;"824";24;"كاربرد كروماتوگرام گازي در ژئوشيمي آلي";"ژئوشيمي";"شغلي";;6;"آشنايي با آموزش روشهاي تئوري و آزمايشگاهي گازكروماتوگراف";"كارشناسان واحدهاي زمين شناسي و ژئوشيمي";"حضوري";;"كارگاه و آزمايشگاه";"تئوري-عملي";"كتاب و جزوه و نرم افزار";;"كارشناس ارشد ژئو شيمي";"5";"7";"يادگيري";"عملكرد";"60";;;
13525;82406;;"824";40;"ژئوشيمي ايزوتوپهاي پايدار و كاربرد آن در اكتشاف و توليد هيدروكربور";"ژئوشيمي";"شغلي";;12;"شناخت كاربرد ايزوتوپ در مطالعات ژئوشيمي";"كارشناسان و كارشناسان ارشد واحدهاي ژئو شيمي/زمين شناسي";"حضوري";;"كلاس و كارگاه";"تئوري-عملي";"كتاب و جزوه";;"كارشناس ارشد ژئو شيمي/زمين شناسي";"5";"5";"يادگيري";"عملكرد";"60";;;
13526;82412;;"824";40;"كاربرد بيوماركرها در ژئوشيمي آلي (finger print)";"ژئوشيمي";"شغلي";;12;"ارتقاءتوانايي در تعبير و تفسير نتايج و پارامترهاي بايوماركرها";"كارشناسان واحدهاي زمين شناسي و ژئوشيمي";"حضوري";;"كلاس";"تئوري-عملي";"كتاب و جزوه";;"كارشناس ارشد ژئو شيمي";"5";"5";"يادگيري";"عملكرد";"60";;;
13528;83284;;"832";32;"كاربرد ايزوتوپها در زمين شناسي";"زمين شناسي";"شغلي";;10;" آشنايي با كاربرد ايزوتوپها در زمين  شناسي";"کارشناسان واحدهاي زمين شناسي";"حضوري";;"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشد زمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13533;82626;;"826";24;"روشهاي ميدان  پتانسيل - سطح 2";"ژئوفيزيك";"شغلي";"82625";10;"آشنايي با روشهاي  ميدان  پتانسيل";"كارشناسان و كارشناسان ارشد واحدهاي ژئوفيزيك";"حضوري";;"كلاس";"تئوري";"كتاب و جزوه";"كارشناسي ارشد ژئوفيزيك";"5";"5";"يادگيري";"آزمون";"60%";;;;
13534;82813;;"828";32;"تئوري انتشار امواج الاستيك";"پتروفيزيك";"شغلي";;15;"آشنايي با تئوري  انتشار امواج  الاستيك";"كارشناسان واحدهاي حوزه مهندسي نفت و زمين شناسي";"حضوري";;"كلاس";"تئوري";"كتاب و جزوه";;"كارشناسي ارشد مهندسي نفت/ ژئوفيزيك";"3";"5";"يادگيري";"آزمون";"60%";;;
13538;82605;;"826";32;"پردازش داده هاي لرزه نگاري دوبعدي و سه بعدي - سطح 3";"ژئوفيزيك";"شغلي";"82604";10;"آشنايي با پردازش  داده  هاي  لرزه  نگاري دوبعدي و سه بعدي";"كارشناسان و كارشناسان ارشد واحدهاي ژئوفيزيك";"حضوري";;"كلاس";"تئوري";"كتاب و جزوه";"كارشناسي ارشد ژئوفيزيك";"5";"5";"يادگيري";"آزمون";"60%";"60%";;;
13540;83244;;"832";40;"چينه نگاري سکانسي لرزه اي";"زمين شناسي";"شغلي";;10;"آشنايي با چينه نگاري سکانسي لرزه اي";"کارشناسان واحدهاي زمين شناسي";"حضوري";"سخت افزار و نرم افزار مربوطه";"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشد زمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13548;83073;;"830";40;"مانده يابي";"حفاري";"شغلي";;15;"آشنايي با ابزار و روشهاي مانده يابي";"کليه کارکنان حفاري";"حضوري";;"كلاس";"تئوري";"جزوه";;"کارشناسي نفت / حفاري";"3 سال";"5 سال";"يادگيري";"آزمون";"70";;;
13549;83078;;"830";24;"طراحي رشته حفاري";"حفاري";"شغلي";;15;"توانايي شرکت کنند گان در طراحي رشته حفاري";"کارشناسان حفاري";"حضوري";;"كلاس";"تئوري";"جزوه";;"کارشناسي نفت / حفاري";"3 سال";"5 سال";"يادگيري";"آزمون";"70";;;
13559;83411;;"834";32;"دستگاه هاي تفكيك گر ثابت و سيار";"بهره برداري";"شغلي";;15;"آشنايي با دستگاه هاي تفكيك گر";"مهندسين نفت";"حضوري";;"كلاس";"تئوري";"جزوه";;"كارشناسي ارشد بهره برداري";"2 سال";"5 سال";"يادگيري";"آزمون";"  70 از 100";;;
13562;83022;;"830";24;"تجهيزات لايه آزمايي";"حفاري";"شغلي";;15;"شناخت شرکت کنندگان از تجهيزات لايه آزمايي";"کارشناسان حفاري";"حضوري";;"كلاس و کارگاه";"تئوري-عملي";"جزوه";;"کارشناسي نفت / حفاري";"3 سال";"5 سال";"يادگيري";"آزمون";"70";;;
13564;82011;;"820";24;"آزمايشگاه خواص سنگ هاي مخزن";"مهندسي مخازن";"شغلي";"82010";15;"آشنايي با روش هاي اندازه گيري خواص سنگ مخزن";"كارشناسان واحدهاي مهندسي مخازن";"حضوري";;"آزمايشگاه";"تئوري-عملي";"جزوه";;"كارشناسي ارشد مهندسي مخازن";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13567;82023;;"820";24;"بررسي تشكيل رسوبات آسفالتين و واكس در چاه و مخزن و مدلسازي آن";"مهندسي مخازن";"شغلي";"82003";15;"بررسي و تعيين شرايط رسوب آسفالتين با استفاده از نرم افزار";"كارشناسان واحدهاي مهندسي مخازن";"حضوري";;"كلاس";"تئوري";"جزوه";;"كارشناسي ارشد مهندسي مخازن";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13568;82003;;"820";40;"مهندسي مخازن پيشرفته";"مهندسي مخازن";"شغلي";"82002";15;"آشنايي با اصول و كاربرد مهندسي مخازن پيشرفته در ميادين نفت ايران";"كارشناسان واحدهاي مهندسي مخازن";"حضوري";;"كلاس";"تئوري";"جزوه";;"كارشناسي ارشد مهندسي مخازن";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
13576;20214;;"202";48;"زبان تخصصي اكتشاف نفت";"زبان تخصصي - مشاغل فني";"شغلي";"06012";15;"آشنايي فراگيران با زبان و اصطلاحات انگليسي در زمينه اكتشاف نفت";" كارشناسان و كارشناسان ارشد اكتشاف/ فني مهندسي";"حضوري";;"كلاس";"تئوري";"كتاب";"تجربه حرفه اي و داشتن مدرك TTC يا TKTالزامي است (ترجيحا با همكاري اساتيد زبان به صورت توامان)";"كارشناسي ارشد مهندسي نفت اكتشاف/زمين شناسي";"2";"10";"يادگيري";"آزمون";"ارائه مطلب يك نمونه پيشنهادي توسط فراگيران و 70%";;;
13592;31004;;"310";40;"ADOBE FREEHAND";"كامپيوتر - گرافيگ";"شغلي";;12;"توانمند سازي فراگيران فراگيران در زمينه ايجاد فايلهاي حرفه اي جهت چاپ و نشر";"شاغلين در واحدهاي روابط عمومي و فناوري اطلاعات";"حضوري";;"كارگاه";"تئوري-عملي";"كتاب-نرم افزار";"تجربه حرفه اي، تدريس و سابقه انجام پروژه هاي مطرح الزامي است";"ليسانس معماري/ گرافيك و ساير رشته هاي مرتبط";"5 سال";"5 سال";"يادگيري";"آزمون";"پروژه عملي";;;
13596;71013;;"710";40;"MICRO STATION - نرم‌افزار گرافيكي تهيه نقشه";"مهندسي عمران - نقشه برداري";"شغلي";;10;"توانايي فراگيران  در استفاده از نقشه هاي پايه پوششي كشور به كمك نرم افزار  MICRO STATION";"كارشناسان و كارشناسان ارشد واحدهاي نقشه برداري / امور اراضي /كارتوگرافي و واحدهاي مرتبط";"حضوري";;"كارگاه";"تئوري-عملي";"كتاب - جزوه - نرم افزار";"تجربه حرفه اي الزاميست";"كارشناس مهندسي عمران گرايش نقشه برداري";"3";"5";"واكنشي";"آزمون";"70%";;;
